day,topic_id,tweet_lang,r_lv,r_ru,r_en
2018-04-03 00:00:00,LV002,und,0.99,0.00,0.01
2018-04-04 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-04 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-04 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-04 00:00:00,LV002,en,0.90,0.00,0.10
2018-04-04 00:00:00,LV002,en,0.90,0.00,0.10
2018-04-04 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-04 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-04 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-04 00:00:00,LV002,lt,0.98,0.00,0.02
2018-04-04 00:00:00,LV002,lv,0.98,0.02,0.00
2018-04-04 00:00:00,LV002,lv,0.98,0.02,0.00
2018-04-04 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-04 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.94,0.00,0.06
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,0.99,0.00,0.01
2018-04-05 00:00:00,LV002,und,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,und,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,und,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,0.93,0.00,0.07
2018-04-05 00:00:00,LV002,und,0.99,0.00,0.01
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-05 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.51,0.47,0.01
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-05 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-05 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.51,0.47,0.01
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,und,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,und,0.92,0.00,0.08
2018-04-05 00:00:00,LV002,und,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,und,0.96,0.00,0.04
2018-04-05 00:00:00,LV002,lv,0.82,0.00,0.18
2018-04-05 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-05 00:00:00,LV002,und,0.96,0.00,0.04
2018-04-05 00:00:00,LV002,und,0.99,0.00,0.00
2018-04-05 00:00:00,LV002,und,1.00,0.00,0.00
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,und,0.98,0.00,0.02
2018-04-05 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,und,0.99,0.00,0.01
2018-04-06 00:00:00,LV002,und,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.87,0.00,0.13
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,und,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.98,0.02,0.00
2018-04-06 00:00:00,LV002,in,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.85,0.00,0.15
2018-04-06 00:00:00,LV002,und,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-06 00:00:00,LV002,lv,0.97,0.00,0.03
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-06 00:00:00,LV002,lv,0.82,0.00,0.18
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,0.97,0.00,0.03
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,0.97,0.00,0.03
2018-04-06 00:00:00,LV002,lv,0.89,0.06,0.06
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,0.80,0.00,0.20
2018-04-06 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,lv,0.97,0.00,0.03
2018-04-06 00:00:00,LV002,lv,0.97,0.00,0.03
2018-04-06 00:00:00,LV002,lv,0.03,0.93,0.03
2018-04-06 00:00:00,LV002,lv,0.82,0.00,0.18
2018-04-06 00:00:00,LV002,lv,0.82,0.00,0.18
2018-04-06 00:00:00,LV002,lv,0.82,0.00,0.18
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-06 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-06 00:00:00,LV002,und,0.96,0.00,0.04
2018-04-06 00:00:00,LV002,lv,0.51,0.47,0.01
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,und,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-06 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-06 00:00:00,LV002,lv,0.95,0.00,0.05
2018-04-07 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-07 00:00:00,LV002,lv,0.96,0.00,0.04
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.01
2018-04-07 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-07 00:00:00,LV002,ru,0.00,1.00,0.00
2018-04-07 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,und,1.00,0.00,0.00
2018-04-07 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,en,0.99,0.00,0.01
2018-04-07 00:00:00,LV002,und,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,en,0.99,0.00,0.01
2018-04-07 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lt,0.96,0.00,0.04
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-07 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-07 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,en,0.90,0.00,0.10
2018-04-07 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-07 00:00:00,LV002,ru,0.03,0.93,0.03
2018-04-07 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-07 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-08 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-08 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,lv,1.00,0.00,0.00
2018-04-08 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,en,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-08 00:00:00,LV002,lv,0.99,0.00,0.00
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,und,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.98,0.00,0.02
2018-04-08 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,lv,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,und,0.90,0.00,0.10
2018-04-08 00:00:00,LV002,und,0.89,0.06,0.06
2017-04-15 00:00:00,LV002,ru,0.00,1.00,0.00
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,0.91,0.01,0.09
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,0.88,0.00,0.12
2017-04-15 00:00:00,LV002,lv,0.88,0.00,0.12
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.91,0.01,0.09
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.39,0.00,0.61
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.98,0.01,0.01
2017-04-15 00:00:00,LV002,lv,0.96,0.00,0.04
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.78,0.00,0.22
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-15 00:00:00,LV002,lv,0.69,0.00,0.31
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-15 00:00:00,LV002,en,0.61,0.01,0.37
2017-04-16 00:00:00,LV002,lv,0.88,0.00,0.12
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,ru,0.00,1.00,0.00
2017-04-16 00:00:00,LV002,lv,0.99,0.00,0.00
2017-04-16 00:00:00,LV002,lv,0.32,0.68,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,0.98,0.02,0.01
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-16 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,ru,0.00,1.00,0.00
2017-04-16 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-16 00:00:00,LV002,en,0.02,0.00,0.98
2017-04-16 00:00:00,LV002,en,0.90,0.00,0.10
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-16 00:00:00,LV002,en,0.94,0.00,0.06
2017-04-17 00:00:00,LV002,lv,0.96,0.00,0.04
2017-04-17 00:00:00,LV002,en,0.92,0.00,0.08
2017-04-17 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,uk,0.00,1.00,0.00
2017-04-17 00:00:00,LV002,uk,0.00,1.00,0.00
2017-04-17 00:00:00,LV002,lv,0.91,0.00,0.09
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,0.32,0.68,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-17 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-17 00:00:00,LV002,lv,0.96,0.00,0.04
2017-04-17 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-17 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-17 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,0.32,0.68,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,ru,0.00,1.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-18 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-18 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,0.95,0.00,0.05
2017-04-18 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,ru,0.00,1.00,0.00
2017-04-18 00:00:00,LV002,lv,0.69,0.00,0.31
2017-04-18 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-18 00:00:00,LV002,lv,0.55,0.10,0.34
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-18 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-18 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-18 00:00:00,LV002,lv,0.93,0.02,0.04
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,0.48,0.00,0.52
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-19 00:00:00,LV002,en,0.90,0.00,0.10
2017-04-19 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,en,0.93,0.00,0.07
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,0.92,0.00,0.08
2017-04-20 00:00:00,LV002,lv,0.91,0.00,0.09
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.82,0.00,0.18
2017-04-20 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-20 00:00:00,LV002,lv,0.98,0.00,0.02
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.69,0.00,0.31
2017-04-20 00:00:00,LV002,lv,0.90,0.00,0.10
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.99,0.00,0.01
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,ru,0.00,1.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.93,0.00,0.08
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.93,0.01,0.06
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-20 00:00:00,LV002,lv,0.90,0.01,0.08
2017-04-20 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
2017-04-21 00:00:00,LV002,lv,1.00,0.00,0.00
